paragraphs_count;sentences_count;words_count;letters_count;total_question_marks;total_punctuation_signs;name;author
17;22;214;1303;0;63;./data/A_P_Chehov\Что чаще всего встречается в романах, повестях и т. п. (Чехов).txt;A_P_Chehov
48;154;1471;7774;18;418;./data/A_P_Chehov\Чужая беда (Чехов).txt;A_P_Chehov
8;15;239;1269;0;69;./data/A_P_Chehov\Шампанское (Чехов, 1885).txt;A_P_Chehov
40;135;1675;8227;16;429;./data/A_P_Chehov\Шампанское (Чехов, 1887).txt;A_P_Chehov
235;852;5276;26799;99;1868;./data/A_P_Chehov\Шведская спичка (Чехов).txt;A_P_Chehov
27;175;1253;5809;17;464;./data/A_P_Chehov\Шило в мешке (Чехов).txt;A_P_Chehov
2;13;259;1232;3;59;./data/A_P_Chehov\Шульц (Чехов).txt;A_P_Chehov
37;114;1246;5779;12;365;./data/A_P_Chehov\Шуточка (Чехов).txt;A_P_Chehov
27;42;232;1161;12;92;./data/A_P_Chehov\Экзамен (Чехов).txt;A_P_Chehov
37;114;898;5008;14;292;./data/A_P_Chehov\Экзамен на чин (Чехов).txt;A_P_Chehov
41;164;1689;9184;10;526;./data/A_P_Chehov\Юбилей (рассказ, Чехов).txt;A_P_Chehov
9;39;283;1559;3;84;./data/A_P_Chehov\Юристка (Чехов).txt;A_P_Chehov
8;47;239;1271;2;82;./data/A_P_Chehov\Ядовитый случай (Чехов).txt;A_P_Chehov
25;88;305;1336;8;200;./data/A_P_Chehov\Язык до Киева доведёт (Чехов).txt;A_P_Chehov
44;198;1611;8886;8;482;./data/A_P_Chehov\Ярмарка (Чехов).txt;A_P_Chehov
19;47;312;1677;0;77;./data/A_P_Chehov\Ярмарочное итого (Чехов).txt;A_P_Chehov
